ID,Node1, Threats, Node2, Threats, Node3, Threats, ..., ....
1,RemoteController,Information not intended for disclosure,FleetController
2,RemoteController,Data Flow Sniffing,FleetController
3,RemoteController,impersonate,FleetController
4,RemoteController,Cross-site request forgery,FleetController
5,RemoteController,change the flow of program execution,FleetController
6,RemoteController,remotely execute code,FleetController
7,RemoteController,Interrupt data flowing,FleetController
8,RemoteController,Crashes,FleetController
9,RemoteController,Data Repudiation,FleetController
10,RemoteController,unauthorized access,FleetController
11,RemoteController,Resource consumption,FleetController
12,RemoteController,Prevent access to data store,FleetController
13,HX01,Information not intended for disclosure,RemoteController
14,HX01,Data Flow Sniffing,RemoteController
15,HX01,Interrupt data flowing,RemoteController
16,HX01,Crashes,RemoteController
17,HX01,Data Repudiation,RemoteController
18,HX01,unauthorized access,RemoteController
19,HX01,Resource consumption,RemoteController
20,HX01,Prevent access to data store,RemoteController
21,HX01,impersonate,RemoteController
22,HX01,change the flow of program execution,RemoteController
23,HX01,remotely execute code,RemoteController
24,HX01,Cross-site request forgery,RemoteController
25,RemoteController,Information not intended for disclosure,HX01
26,RemoteController,Data Flow Sniffing,HX01
27,RemoteController,impersonate,HX01
28,RemoteController,Resource consumption,HX01
29,RemoteController,Crashes,HX01
30,RemoteController,Prevent access to data store,HX01
31,RemoteController,Cross-site request forgery,HX01
32,RemoteController,change the flow of program execution,HX01
33,RemoteController,Interrupt data flowing,HX01
34,RemoteController,remotely execute code,HX01
35,RemoteController,Data Repudiation,HX01
36,RemoteController,unauthorized access,HX01
37,FleetController,Information not intended for disclosure,SiteServer
38,FleetController,Data Flow Sniffing,SiteServer
39,FleetController,Cross-site request forgery,SiteServer
40,FleetController,change the flow of program execution,SiteServer
41,FleetController,Resource consumption,SiteServer
42,FleetController,Crashes,SiteServer
43,FleetController,Prevent access to data store,SiteServer
44,FleetController,Interrupt data flowing,SiteServer
45,FleetController,unauthorized access,SiteServer
46,FleetController,remotely execute code,SiteServer
47,FleetController,impersonate,SiteServer
48,FleetController,Data Repudiation,SiteServer
49,FleetController,Information not intended for disclosure,RemoteController
50,FleetController,Data Flow Sniffing,RemoteController
51,FleetController,impersonate,RemoteController
52,FleetController,Resource consumption,RemoteController
53,FleetController,Crashes,RemoteController
54,FleetController,Prevent access to data store,RemoteController
55,FleetController,Interrupt data flowing,RemoteController
56,FleetController,Cross-site request forgery,RemoteController
57,FleetController,change the flow of program execution,RemoteController
58,FleetController,remotely execute code,RemoteController
59,FleetController,Data Repudiation,RemoteController
60,FleetController,unauthorized access,RemoteController
61,FleetController,impersonate,HX01
62,HX01,impersonate,FleetController
63,HxRemoteOperator,unauthorized access,RemoteController
64,HxRemoteOperator,impersonate,RemoteController
65,RemoteController,Information not intended for disclosure,FleetController,Information not intended for disclosure,SiteServer
66,RemoteController,Information not intended for disclosure,FleetController,Data Flow Sniffing,SiteServer
67,RemoteController,Information not intended for disclosure,FleetController,Cross-site request forgery,SiteServer
68,RemoteController,Information not intended for disclosure,FleetController,change the flow of program execution,SiteServer
69,RemoteController,Information not intended for disclosure,FleetController,Resource consumption,SiteServer
70,RemoteController,Information not intended for disclosure,FleetController,Crashes,SiteServer
71,RemoteController,Information not intended for disclosure,FleetController,Prevent access to data store,SiteServer
72,RemoteController,Information not intended for disclosure,FleetController,Interrupt data flowing,SiteServer
73,RemoteController,Information not intended for disclosure,FleetController,unauthorized access,SiteServer
74,RemoteController,Information not intended for disclosure,FleetController,remotely execute code,SiteServer
75,RemoteController,Information not intended for disclosure,FleetController,impersonate,SiteServer
76,RemoteController,Information not intended for disclosure,FleetController,Data Repudiation,SiteServer
77,RemoteController,Data Flow Sniffing,FleetController,Information not intended for disclosure,SiteServer
78,RemoteController,Data Flow Sniffing,FleetController,Data Flow Sniffing,SiteServer
79,RemoteController,Data Flow Sniffing,FleetController,Cross-site request forgery,SiteServer
80,RemoteController,Data Flow Sniffing,FleetController,change the flow of program execution,SiteServer
81,RemoteController,Data Flow Sniffing,FleetController,Resource consumption,SiteServer
82,RemoteController,Data Flow Sniffing,FleetController,Crashes,SiteServer
83,RemoteController,Data Flow Sniffing,FleetController,Prevent access to data store,SiteServer
84,RemoteController,Data Flow Sniffing,FleetController,Interrupt data flowing,SiteServer
85,RemoteController,Data Flow Sniffing,FleetController,unauthorized access,SiteServer
86,RemoteController,Data Flow Sniffing,FleetController,remotely execute code,SiteServer
87,RemoteController,Data Flow Sniffing,FleetController,impersonate,SiteServer
88,RemoteController,Data Flow Sniffing,FleetController,Data Repudiation,SiteServer
89,RemoteController,impersonate,FleetController,Information not intended for disclosure,SiteServer
90,RemoteController,impersonate,FleetController,Data Flow Sniffing,SiteServer
91,RemoteController,impersonate,FleetController,Cross-site request forgery,SiteServer
92,RemoteController,impersonate,FleetController,change the flow of program execution,SiteServer
93,RemoteController,impersonate,FleetController,Resource consumption,SiteServer
94,RemoteController,impersonate,FleetController,Crashes,SiteServer
95,RemoteController,impersonate,FleetController,Prevent access to data store,SiteServer
96,RemoteController,impersonate,FleetController,Interrupt data flowing,SiteServer
97,RemoteController,impersonate,FleetController,unauthorized access,SiteServer
98,RemoteController,impersonate,FleetController,remotely execute code,SiteServer
99,RemoteController,impersonate,FleetController,impersonate,SiteServer
100,RemoteController,impersonate,FleetController,Data Repudiation,SiteServer
101,RemoteController,Cross-site request forgery,FleetController,Information not intended for disclosure,SiteServer
